asset_id,parent_asset_id,level,unit_id,system,canonical_name,criticality_score,system_asset_id,system_name,subsystem_asset_id,subsystem_name,asset_path,revenue_impact_usd,maintenance_cost_usd,event_count,work_order_count,maintenance_criticality_index,revenue_per_event_usd,cost_per_work_order_usd,top_root_cause_category,criticality_quadrant
STS-U1-FWV-1,STS-U1-FWV,Component,STS-U1,Feedwater,Feedwater Regulating Valve 1,0.6,STS-U1-FEEDWATER,Condensate & Feedwater System,STS-U1-FWV,Feedwater Control Valves,Shakti Thermal Station > Unit 1 (660 MW) > Condensate & Feedwater System > Feedwater Control Valves > Feedwater Regulating Valve 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-SCR,STS-U1-EMISSIONS,Subsystem,STS-U1,Emissions,Selective Catalytic Reduction (SCR),0.68,STS-U1-EMISSIONS,Emissions Control System,STS-U1-SCR,Selective Catalytic Reduction (SCR),Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > Selective Catalytic Reduction (SCR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-ESP,STS-U1-EMISSIONS,Subsystem,STS-U1,Emissions,Particulate Control (ESP/Baghouse),0.66,STS-U1-EMISSIONS,Emissions Control System,STS-U1-ESP,Particulate Control (ESP/Baghouse),Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > Particulate Control (ESP/Baghouse),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-FGD,STS-U1-EMISSIONS,Subsystem,STS-U1,Emissions,SO₂ Scrubber (FGD),0.64,STS-U1-EMISSIONS,Emissions Control System,STS-U1-FGD,SO₂ Scrubber (FGD),Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > SO₂ Scrubber (FGD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-STACK,STS-U1-EMISSIONS,Subsystem,STS-U1,Emissions,Ductwork & Stack,0.58,STS-U1-EMISSIONS,Emissions Control System,STS-U1-STACK,Ductwork & Stack,Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > Ductwork & Stack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-SCR-A,STS-U1-SCR,Component,STS-U1,Emissions,SCR Reactor A,0.45,STS-U1-EMISSIONS,Emissions Control System,STS-U1-SCR,Selective Catalytic Reduction (SCR),Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > Selective Catalytic Reduction (SCR) > SCR Reactor A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-ESP-1,STS-U1-ESP,Component,STS-U1,Emissions,ESP Field 1,0.44,STS-U1-EMISSIONS,Emissions Control System,STS-U1-ESP,Particulate Control (ESP/Baghouse),Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > Particulate Control (ESP/Baghouse) > ESP Field 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-FGD-PUMP-1,STS-U1-FGD,Component,STS-U1,Emissions,FGD Slurry Pump 1,0.42,STS-U1-EMISSIONS,Emissions Control System,STS-U1-FGD,SO₂ Scrubber (FGD),Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > SO₂ Scrubber (FGD) > FGD Slurry Pump 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-STACK-DP,STS-U1-STACK,Component,STS-U1,Emissions,Stack Differential Pressure,0.35,STS-U1-EMISSIONS,Emissions Control System,STS-U1-STACK,Ductwork & Stack,Shakti Thermal Station > Unit 1 (660 MW) > Emissions Control System > Ductwork & Stack > Stack Differential Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-MSTEAM,STS-U1-STEAMCYCLE,Subsystem,STS-U1,Steam Cycle,Main Steam Piping,0.74,STS-U1-STEAMCYCLE,Steam Piping & Cycle System,STS-U1-MSTEAM,Main Steam Piping,Shakti Thermal Station > Unit 1 (660 MW) > Steam Piping & Cycle System > Main Steam Piping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-HRHT,STS-U1-STEAMCYCLE,Subsystem,STS-U1,Steam Cycle,Hot Reheat Piping,0.7,STS-U1-STEAMCYCLE,Steam Piping & Cycle System,STS-U1-HRHT,Hot Reheat Piping,Shakti Thermal Station > Unit 1 (660 MW) > Steam Piping & Cycle System > Hot Reheat Piping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-CRHT,STS-U1-STEAMCYCLE,Subsystem,STS-U1,Steam Cycle,Cold Reheat Piping,0.68,STS-U1-STEAMCYCLE,Steam Piping & Cycle System,STS-U1-CRHT,Cold Reheat Piping,Shakti Thermal Station > Unit 1 (660 MW) > Steam Piping & Cycle System > Cold Reheat Piping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-EXTR,STS-U1-STEAMCYCLE,Subsystem,STS-U1,Steam Cycle,Extraction Steam Lines,0.66,STS-U1-STEAMCYCLE,Steam Piping & Cycle System,STS-U1-EXTR,Extraction Steam Lines,Shakti Thermal Station > Unit 1 (660 MW) > Steam Piping & Cycle System > Extraction Steam Lines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-MSTEAM-VALVE,STS-U1-MSTEAM,Component,STS-U1,Steam Cycle,Main Steam Stop Valve,0.62,STS-U1-STEAMCYCLE,Steam Piping & Cycle System,STS-U1-MSTEAM,Main Steam Piping,Shakti Thermal Station > Unit 1 (660 MW) > Steam Piping & Cycle System > Main Steam Piping > Main Steam Stop Valve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-HRH-VALVE,STS-U1-HRHT,Component,STS-U1,Steam Cycle,Hot Reheat Isolation Valve,0.55,STS-U1-STEAMCYCLE,Steam Piping & Cycle System,STS-U1-HRHT,Hot Reheat Piping,Shakti Thermal Station > Unit 1 (660 MW) > Steam Piping & Cycle System > Hot Reheat Piping > Hot Reheat Isolation Valve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-DMPLANT,STS-U1-WATERTREAT,Subsystem,STS-U1,Water Treatment,DM Water / Makeup System,0.6,STS-U1-WATERTREAT,Water & Chemistry Treatment System,STS-U1-DMPLANT,DM Water / Makeup System,Shakti Thermal Station > Unit 1 (660 MW) > Water & Chemistry Treatment System > DM Water / Makeup System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-COND-POL,STS-U1-WATERTREAT,Subsystem,STS-U1,Water Treatment,Condensate Polisher,0.58,STS-U1-WATERTREAT,Water & Chemistry Treatment System,STS-U1-COND-POL,Condensate Polisher,Shakti Thermal Station > Unit 1 (660 MW) > Water & Chemistry Treatment System > Condensate Polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-CHEM,STS-U1-WATERTREAT,Subsystem,STS-U1,Water Treatment,Chemistry Dosing,0.55,STS-U1-WATERTREAT,Water & Chemistry Treatment System,STS-U1-CHEM,Chemistry Dosing,Shakti Thermal Station > Unit 1 (660 MW) > Water & Chemistry Treatment System > Chemistry Dosing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-WWTP,STS-U1-WATERTREAT,Subsystem,STS-U1,Water Treatment,Wastewater Treatment,0.5,STS-U1-WATERTREAT,Water & Chemistry Treatment System,STS-U1-WWTP,Wastewater Treatment,Shakti Thermal Station > Unit 1 (660 MW) > Water & Chemistry Treatment System > Wastewater Treatment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-DM-PUMP-1,STS-U1-DMPLANT,Component,STS-U1,Water Treatment,Makeup Water Pump 1,0.4,STS-U1-WATERTREAT,Water & Chemistry Treatment System,STS-U1-DMPLANT,DM Water / Makeup System,Shakti Thermal Station > Unit 1 (660 MW) > Water & Chemistry Treatment System > DM Water / Makeup System > Makeup Water Pump 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-POL-1,STS-U1-COND-POL,Component,STS-U1,Water Treatment,Condensate Polisher Train 1,0.42,STS-U1-WATERTREAT,Water & Chemistry Treatment System,STS-U1-COND-POL,Condensate Polisher,Shakti Thermal Station > Unit 1 (660 MW) > Water & Chemistry Treatment System > Condensate Polisher > Condensate Polisher Train 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-INSTAIR,STS-U1-AUX,Subsystem,STS-U1,Auxiliaries,Instrument Air System,0.52,STS-U1-AUX,Auxiliary Systems,STS-U1-INSTAIR,Instrument Air System,Shakti Thermal Station > Unit 1 (660 MW) > Auxiliary Systems > Instrument Air System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-FIRE,STS-U1-AUX,Subsystem,STS-U1,Auxiliaries,Fire Protection System,0.55,STS-U1-AUX,Auxiliary Systems,STS-U1-FIRE,Fire Protection System,Shakti Thermal Station > Unit 1 (660 MW) > Auxiliary Systems > Fire Protection System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-HVAC,STS-U1-AUX,Subsystem,STS-U1,Auxiliaries,HVAC & Ventilation,0.45,STS-U1-AUX,Auxiliary Systems,STS-U1-HVAC,HVAC & Ventilation,Shakti Thermal Station > Unit 1 (660 MW) > Auxiliary Systems > HVAC & Ventilation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-IA-COMP-1,STS-U1-INSTAIR,Component,STS-U1,Auxiliaries,Instrument Air Compressor 1,0.38,STS-U1-AUX,Auxiliary Systems,STS-U1-INSTAIR,Instrument Air System,Shakti Thermal Station > Unit 1 (660 MW) > Auxiliary Systems > Instrument Air System > Instrument Air Compressor 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
STS-U1-FIRE-PUMP-1,STS-U1-FIRE,Component,STS-U1,Auxiliaries,Firewater Pump 1,0.4,STS-U1-AUX,Auxiliary Systems,STS-U1-FIRE,Fire Protection System,Shakti Thermal Station > Unit 1 (660 MW) > Auxiliary Systems > Fire Protection System > Firewater Pump 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Low impact / Low spend
