node_id,node_type,canonical_name,description
LOG::LOG-00054,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00055,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00056,shift_log,Control Room Operator,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00057,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00058,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00059,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00060,shift_log,Control Room Operator,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00061,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00062,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00063,shift_log,Control Room Operator,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00064,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00065,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00066,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00067,shift_log,Control Room Operator,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00068,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00069,shift_log,Control Room Operator,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00070,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00071,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00072,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00073,shift_log,Shift Supervisor,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00074,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00075,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00076,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00077,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00078,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00079,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00080,shift_log,Control Room Operator,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00081,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00082,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00083,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00084,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00085,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00086,shift_log,Control Room Operator,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00087,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00088,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00089,shift_log,Control Room Operator,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00090,shift_log,Control Room Operator,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00091,shift_log,Shift Supervisor,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00092,shift_log,Shift Supervisor,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00093,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00094,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00095,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00096,shift_log,Shift Supervisor,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00097,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00098,shift_log,Control Room Operator,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00099,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00100,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00101,shift_log,Shift Supervisor,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00102,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00103,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00104,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00105,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00106,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00107,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00108,shift_log,Control Room Operator,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00109,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00110,shift_log,Shift Supervisor,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00111,shift_log,Control Room Operator,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00112,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00113,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00114,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00115,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00116,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00117,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00118,shift_log,Shift Supervisor,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00119,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00120,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00121,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00122,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00123,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00124,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00125,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00126,shift_log,Control Room Operator,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00127,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00128,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00129,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00130,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00131,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00132,shift_log,Shift Supervisor,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00133,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00134,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00135,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00136,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00137,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00138,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00139,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00140,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00141,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00142,shift_log,Shift Supervisor,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00143,shift_log,Shift Supervisor,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00144,shift_log,Control Room Operator,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00145,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00146,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00147,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00148,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00149,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00150,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00151,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00152,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00153,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00154,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00155,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00156,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00157,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00158,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00159,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00160,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00161,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00162,shift_log,Control Room Operator,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00163,shift_log,Shift Supervisor,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00164,shift_log,Control Room Operator,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00165,shift_log,Control Room Operator,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00166,shift_log,Control Room Operator,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00167,shift_log,Control Room Operator,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00168,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00169,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00170,shift_log,Control Room Operator,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00171,shift_log,Control Room Operator,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00172,shift_log,Shift Supervisor,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00173,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00174,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00175,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00176,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00177,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00178,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00179,shift_log,Shift Supervisor,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00180,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00181,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00182,shift_log,Shift Supervisor,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00183,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00184,shift_log,Shift Supervisor,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00185,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00186,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00187,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00188,shift_log,Shift Supervisor,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00189,shift_log,Control Room Operator,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00190,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00191,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00192,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00193,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00194,shift_log,Control Room Operator,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00195,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00196,shift_log,Shift Supervisor,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00197,shift_log,Shift Supervisor,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00198,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00199,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00200,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00201,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00202,shift_log,Shift Supervisor,Cooling constraint suspected; CW pump noise noted; held load.
LOG::LOG-00203,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00204,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00205,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00206,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00207,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00208,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00209,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00210,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00211,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00212,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00213,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00214,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00215,shift_log,Control Room Operator,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00216,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00217,shift_log,Control Room Operator,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00218,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00219,shift_log,Control Room Operator,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00220,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00221,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00222,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00223,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00224,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00225,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00226,shift_log,Control Room Operator,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00227,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00228,shift_log,Shift Supervisor,BRG2 crossed alert briefly; checked lube oil; stabilized.
LOG::LOG-00229,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00230,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00231,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00232,shift_log,Control Room Operator,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00233,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00234,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
LOG::LOG-00235,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00236,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00237,shift_log,Control Room Operator,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00238,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00239,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00240,shift_log,Control Room Operator,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00241,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00242,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00243,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00244,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00245,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00246,shift_log,Control Room Operator,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00247,shift_log,Shift Supervisor,BRG2 vibration trending high; kept ramp conservative; requested spectrum.
LOG::LOG-00248,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00249,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00250,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00251,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00252,shift_log,Control Room Operator,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00253,shift_log,Shift Supervisor,Mill trip reset; restarted after checks; ramped cautiously.
LOG::LOG-00254,shift_log,Shift Supervisor,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00255,shift_log,Control Room Operator,Draft loop sluggish; applied manual bias; staged ramps.
LOG::LOG-00256,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00257,shift_log,Shift Supervisor,Mill current spikes; coal wet; adjusted feeder; watched stability.
LOG::LOG-00258,shift_log,Shift Supervisor,Furnace draft oscillating; IDF hunting; damper near full open; reduced load.
LOG::LOG-00259,shift_log,Shift Supervisor,Condenser temp elevated; vacuum degraded; limited load to protect vacuum.
LOG::LOG-00260,shift_log,Shift Supervisor,Draft variance increased; O2 trim unstable; watched ID fan response.
ROLE::Performance Analyst,role,Performance Analyst,Fictional operational role
ROLE::Shift Supervisor,role,Shift Supervisor,Fictional operational role
ROLE::Maintenance Planner,role,Maintenance Planner,Fictional operational role
ROLE::Reliability Engineer,role,Reliability Engineer,Fictional operational role
ROLE::Control Room Operator,role,Control Room Operator,Fictional operational role
EMAIL::EML-00001,email,Cooling performance issue,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00002,email,Planned outage scope,Event EVT-2023-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00003,email,Controls issue review,Event EVT-DRAFT-20230927-07 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00004,email,Cooling performance issue,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00005,email,Controls issue review,Event EVT-DRAFT-20240701-19 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00006,email,Draft instability follow-up,Event EVT-DRAFT-20240112-13 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00007,email,Planned outage scope,Event EVT-DRAFT-20240408-14 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00008,email,Cooling performance issue,Event EVT-DRAFT-20241130-25 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00009,email,Fuel moisture concerns,Event EVT-2024-09-PM2 recap: category=Planned Maintenance. Please review STS-U1-CTF-BANK1. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00010,email,Turbine vibration investigation,Event EVT-2024-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00011,email,Fuel moisture concerns,Event EVT-2024-09-PM2 recap: category=Planned Maintenance. Please review STS-U1-CTF-BANK1. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00012,email,Planned outage scope,Event EVT-DRAFT-20240701-19 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00013,email,Turbine vibration investigation,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00014,email,Draft instability follow-up,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00015,email,Controls issue review,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00016,email,Planned outage scope,Event EVT-DRAFT-20240701-19 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00017,email,Controls issue review,Event EVT-2024-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00018,email,Fuel moisture concerns,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00019,email,Turbine vibration investigation,Event EVT-DRAFT-20240724-21 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00020,email,Planned outage scope,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00021,email,Draft instability follow-up,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00022,email,Planned outage scope,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00023,email,Fuel moisture concerns,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00024,email,Turbine vibration investigation,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00025,email,Controls issue review,Event EVT-DRAFT-20231108-09 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00026,email,Draft instability follow-up,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00027,email,Draft instability follow-up,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00028,email,Cooling performance issue,Event EVT-2024-06-AUXDRIFT recap: category=Cooling constraints. Please review STS-U1-CTF-BANK1. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00029,email,Controls issue review,Event EVT-2023-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00030,email,Cooling performance issue,Event EVT-DRAFT-20231108-09 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00031,email,Cooling performance issue,Event EVT-2023-09-PM1 recap: category=Planned Maintenance. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00032,email,Planned outage scope,Event EVT-2023-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
